cod_partida;partida1;generica;especifica;subespecifica;denominacion;cod_tipocuenta;Estado;UltimoUsuario;UltimaFecha;tipo;nivel
409.11.00.00;9;11;0;0;EMERGENCIAS EN EL TERRITORIO NACIONAL;4;A;;0000-00-00 00:00:00;T;3
409.11.01.00;9;11;1;0;EMERGENCIAS EN EL TERRITORIO NACIONAL;4;A;;0000-00-00 00:00:00;D;4
409.12.00.00;9;12;0;0;FONDO PARA LA CANCELACION DE PASIVOS LABORALES;4;A;;0000-00-00 00:00:00;T;3
409.12.01.00;9;12;1;0;FONDO PARA LA CANCELACION DE PASIVOS LABORALES;4;A;;0000-00-00 00:00:00;D;4
409.13.00.00;9;13;0;0;FONDO PARA LA CANCELACION DE DEUDA POR SERVICIOS DE ELECTRICIDAD, TELEFONO, ASEO, AGUA Y CONDOMINIO;4;A;;0000-00-00 00:00:00;T;3
409.13.01.00;9;13;1;0;FONDO PARA LA CANCELACION DE DEUDA POR SERVICIOS DE ELECTRICIDAD, TELEFONO, ASEO, AGUA Y CONDOMINIO, DE LOS ORGANISMOS DE LA ADMINISTRACION CENTRAL;4;A;;0000-00-00 00:00:00;D;4
409.13.02.00;9;13;2;0;FONDO PARA LA CANCELACION DE DEUDA POR SERVICIOS DE ELECTRICIDAD, TELEFONO, ASEO, AGUA Y CONDOMINIO, DE LOS ORGANISMOS DE LA ADMINISTRACION DESCENTRALIZADA NACIONAL;4;A;;0000-00-00 00:00:00;D;4
409.14.00.00;9;14;0;0;FONDO PARA REMUNERACIONES, PENSIONES Y JUBILACIONES Y OTRAS RETRIBUCIONES;4;A;;0000-00-00 00:00:00;T;3
409.14.01.00;9;14;1;0;FONDO PARA REMUNERACIONES, PENSIONES Y JUBILACIONES Y OTRAS RETRIBUCIONES;4;A;;0000-00-00 00:00:00;D;4
409.15.00.00;9;15;0;0;FONDO PARA ATENDER COMPROMISOS GENERADOS DE LA LEY ORGANICA DEL TRABAJO;4;A;;0000-00-00 00:00:00;T;3
409.15.01.00;9;15;1;0;FONDO PARA ATENDER COMPROMISOS GENERADOS DE LA LEY ORGANICA DEL TRABAJO;4;A;;0000-00-00 00:00:00;D;4
409.16.00.00;9;16;0;0;ASIGNACIONES PARA CANCELAR COMPROMISOS PENDIENTES DE EJERCICIOS ANTERIORES;4;A;;0000-00-00 00:00:00;T;3
409.16.01.00;9;16;1;0;ASIGNACIONES PARA CANCELAR COMPROMISOS PENDIENTES DE EJERCICIOS ANTERIORES;4;A;;0000-00-00 00:00:00;D;4
409.17.00.00;9;17;0;0;ASIGNACIONES PARA CANCELAR LA DEUDA FOGADE - MINISTERIO DE FINANZAS ;4;A;;0000-00-00 00:00:00;T;3
409.17.01.00;9;17;1;0;ASIGNACIONES PARA CANCELAR LA DEUDA FOGADE - MINISTERIO DE FINANZAS ;4;A;;0000-00-00 00:00:00;D;4
409.18.00.00;9;18;0;0;ASIGNACIONES PARA ATENDER LOS GASTOS DE LA REFERENDA Y ELECCIONES;4;A;;0000-00-00 00:00:00;T;3
409.18.01.00;9;18;1;0;ASIGNACIONES PARA ATENDER LOS GASTOS DE LA REFERENDA Y ELECCIONES;4;A;;0000-00-00 00:00:00;D;4
409.19.00.00;9;19;0;0;ASIGNACIONES PARA ATENDER LOS GASTOS POR HONORARIOS PROFESIONALES DE BUFETES INTERNACIONALES, COSTAS Y COSTOS JUDICIALES;4;A;;0000-00-00 00:00:00;T;3
409.19.01.00;9;19;1;0;ASIGNACIONES PARA ATENDER LOS GASTOS POR HONORARIOS PROFESIONALES DE BUFETES INTERNACIONALES, COSTAS Y COSTOS JUDICIALES;4;A;;0000-00-00 00:00:00;D;4
409.20.00.00;9;20;0;0;FONDO PARA ATENDER COMPROMISOS GENERADOS POR LA CONTRATACION COLECTIVA;4;A;;0000-00-00 00:00:00;T;3
409.20.01.00;9;20;1;0;FONDO PARA ATENDER COMPROMISOS GENERADOS POR LA CONTRATACION COLECTIVA;4;A;;0000-00-00 00:00:00;D;4
409.21.00.00;9;21;0;0;PROYECTO SOCIAL ESPECIAL;4;A;;0000-00-00 00:00:00;T;3
409.21.01.00;9;21;1;0;PROYECTO SOCIAL ESPECIAL;4;A;;0000-00-00 00:00:00;D;4
409.22.00.00;9;22;0;0;ASIGNACIONES PARA PROGRAMAS Y PROYECTOS FINANCIADOS CON RECURSOS DE ORGANISMOS MULTILATERALES Y/O BILATERALES;4;A;;0000-00-00 00:00:00;T;3
409.22.01.00;9;22;1;0;ASIGNACIONES PARA PROGRAMAS Y PROYECTOS FINANCIADOS CON RECURSOS DE ORGANISMOS MULTILATERALES Y/O BILATERALES;4;A;;0000-00-00 00:00:00;D;4
409.23.00.00;9;23;0;0;ASIGNACION PARA FACILITAR LA PREPARACION DE PROYECTOS;4;A;;0000-00-00 00:00:00;T;3
409.23.01.00;9;23;1;0;ASIGNACION PARA FACILITAR LA PREPARACION DE PROYECTOS;4;A;;0000-00-00 00:00:00;D;4
409.24.00.00;9;24;0;0;PROGRAMAS DE INVERSION PARA LAS ENTIDADES ESTADALES, MUNICIPALIDADES Y OTRAS INSTITUCIONES;4;A;;0000-00-00 00:00:00;T;3
409.24.01.00;9;24;1;0;PROGRAMAS DE INVERSION PARA LAS ENTIDADES ESTADALES, MUNICIPALIDADES Y OTRAS INSTITUCIONES;4;A;;0000-00-00 00:00:00;D;4
409.25.00.00;9;25;0;0;CANCELACION DE COMPROMISOS;4;A;;0000-00-00 00:00:00;T;3
409.25.01.00;9;25;1;0;CANCELACION DE COMPROMISOS;4;A;;0000-00-00 00:00:00;D;4
409.26.00.00;9;26;0;0;ASIGNACIONES PARA ATENDER GASTOS DE LOS ORGANISMOS DEL SECTOR PUBLICO;4;A;;0000-00-00 00:00:00;T;3
409.26.01.00;9;26;1;0;ASIGNACIONES PARA ATENDER GASTOS DE LOS ORGANISMOS DEL SECTOR PUBLICO;4;A;;0000-00-00 00:00:00;D;4
409.27.00.00;9;27;0;0;CONVENIO DE COOPERACION ESPECIAL;4;A;;0000-00-00 00:00:00;T;3
409.27.01.00;9;27;1;0;CONVENIO DE COOPERACION ESPECIAL;4;A;;0000-00-00 00:00:00;D;4
410.00.00.00;10;0;0;0;SERVICIO DE LA DEUDA PUBLICA;4;A;;0000-00-00 00:00:00;T;2
410.01.00.00;10;1;0;0;SERVICIO DE LA DEUDA PUBLICA INTERNA A CORTO PLAZO;4;A;;0000-00-00 00:00:00;T;3
410.01.01.00;10;1;1;0;SERVICIO DE LA DEUDA PUBLICA INTERNA A CORTO PLAZO DE TITULOS Y VALORES;4;A;;0000-00-00 00:00:00;D;4
410.01.01.01;10;1;1;1;AMORTIZACION DE LA DEUDA PUBLICA INTERNA A CORTO PLAZO DE TITULOS Y VALORES;4;A;;0000-00-00 00:00:00;D;5
410.01.01.02;10;1;1;2;AMORTIZACION DE LA DEUDA PUBLICA INTERNA A CORTO PLAZO DE LETRAS DEL TESORO;4;A;;0000-00-00 00:00:00;D;5
410.01.01.03;10;1;1;3;INTERESES DE LA DEUDA PUBLICA INTERNA A CORTO PLAZO DE TITULOS Y VALORES;4;A;;0000-00-00 00:00:00;D;5
410.01.01.04;10;1;1;4;INTERESES POR MORA Y MULTAS DE LA DEUDA PUBLICA INTERNA A CORTO PLAZO DE TITULOS Y VALORES;4;A;;0000-00-00 00:00:00;D;5
410.01.01.05;10;1;1;5;COMISIONES Y OTROS GASTOS DE LA DEUDA PUBLICA INTERNA A CORTO PLAZO DE TITULOS Y VALORES;4;A;;0000-00-00 00:00:00;D;5
410.01.01.06;10;1;1;6;DESCUENTOS EN COLOCACION DE TITULOS Y VALORES DE LA DEUDA PUBLICA INTERNA ACORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.01.07;10;1;1;7;DESCUENTOS EN COLOCACION DE LETRAS DEL TESORO A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.02.00;10;1;2;0;SERVICIO DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;4
410.01.02.01;10;1;2;1;AMORTIZACION DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DEL SECTOR PRIVADO A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.02.02;10;1;2;2;AMORTIZACION DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DE LA REPUBLICA A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.02.03;10;1;2;3;AMORTIZACION DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DE ENTES DESCENTRALIZADOS SIN FINES EMPRESARIALES A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.02.04;10;1;2;4;AMORTIZACION DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DE INSTITUCIONES DE PROTECCION SOCIAL A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.02.05;10;1;2;5;AMORTIZACION DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DE ENTES DESCENTRALIZADOS CON FINES EMPRESARIALES PETROLEROS A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.02.06;10;1;2;6;AMORTIZACION DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DE ENTES DESCENTRALIZADOS CON FINES EMPRESARIALES NO PETROLEROS A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.02.07;10;1;2;7;AMORTIZACION DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DE ENTES DESCENTRALIZADOS FINANCIEROS BANCARIOS A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.02.08;10;1;2;8;AMORTIZACION DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DE ENTES DESCENTRALIZADOS FINANCIEROS NO BANCARIOS A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.02.09;10;1;2;9;AMORTIZACION DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DEL PODER ESTADAL A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.02.10;10;1;2;10;AMORTIZACION DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DEL PODER MUNICIPAL A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.02.11;10;1;2;11;INTERESES DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DEL SECTOR PRIVADO A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.02.12;10;1;2;12;INTERESES DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DE LA REPUBLICA A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.02.13;10;1;2;13;INTERESES DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DE ENTES DESCENTRALIZADOS SIN FINES EMPRESARIALES A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.02.14;10;1;2;14;INTERESES DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DE INSTITUCIONES DE PROTECCION SOCIAL A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.02.15;10;1;2;15;INTERESES DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DE ENTES DESCENTRALIZADOS CON FINES EMPRESARIALES PETROLEROS A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.02.16;10;1;2;16;INTERESES DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DE ENTES DESCENTRALIZADOS CON FINES EMPRESARIALES NO PETROLEROS A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.02.17;10;1;2;17;INTERESES DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DE ENTES DESCENTRALIZADOS FINANCIEROS BANCARIOS A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.02.18;10;1;2;18;INTERESES DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DE ENTES DESCENTRALIZADOS FINANCIEROS NO BANCARIOS A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.02.19;10;1;2;19;INTERESES DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DEL PODER ESTADAL A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.02.20;10;1;2;20;INTERESES DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DEL PODER MUNICIPAL A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.02.21;10;1;2;21;INTERESES POR MORA Y MULTAS DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DEL SECTOR PRIVADO A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.02.22;10;1;2;22;INTERESES POR MORA Y MULTAS DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DE LA REPUBLICA A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.02.23;10;1;2;23;INTERESES POR MORA Y MULTAS DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS  RECIBIDOS DE ENTES DESCENTRALIZADOS SIN FINES EMPRESARIALES A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.02.24;10;1;2;24;INTERESES POR MORA Y MULTAS DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DE INSTITUCIONES DE PROTECCION SOCIAL A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.02.25;10;1;2;25;INTERESES POR MORA Y MULTAS DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DE ENTES DESCENTRALIZADOS CON FINES EMPRESARIALES PETROLEROS A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.02.26;10;1;2;26;INTERESES POR MORA Y MULTAS DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DE ENTES DESCENTRALIZADOS CON FINES EMPRESARIALES NO PETROLEROS A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.02.27;10;1;2;27;INTERESES POR MORA Y MULTAS DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DE ENTES DESCENTRALIZADOS FINANCIEROS BANCARIOS A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.02.28;10;1;2;28;INTERESES POR MORA Y MULTAS DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DE ENTES DESCENTRALIZADOS FINANCIEROS NO BANCARIOS A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.02.29;10;1;2;29;INTERESES POR MORA Y MULTAS DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DEL PODER ESTADAL A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.02.30;10;1;2;30;INTERESES POR MORA Y MULTAS DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DEL PODER MUNICIPAL A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.02.31;10;1;2;31;COMISIONES Y OTROS GASTOS DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DEL SECTOR PRIVADO A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.02.32;10;1;2;32;COMISIONES Y OTROS GASTOS DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DE LA REPUBLICA A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.02.33;10;1;2;33;COMISIONES Y OTROS GASTOS DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DE ENTES DESCENTRALIZADOS SIN FINES EMPRESARIALES A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.02.34;10;1;2;34;COMISIONES Y OTROS GASTOS DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DE INSTITUCIONES DE PROTECCION SOCIAL A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.02.35;10;1;2;35;COMISIONES Y OTROS GASTOS DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DE ENTES DESCENTRALIZADOS CON FINES EMPRESARIALES PETROLEROS A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.02.36;10;1;2;36;COMISIONES Y OTROS GASTOS DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DE ENTES DESCENTRALIZADOS CON FINES EMPRESARIALES NO PETROLEROS A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.02.37;10;1;2;37;COMISIONES Y OTROS GASTOS DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DE ENTES DESCENTRALIZADOS FINANCIEROS BANCARIOS A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.02.38;10;1;2;38;COMISIONES Y OTROS GASTOS DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DE ENTES DESCENTRALIZADOS FINANCIEROS NO BANCARIOS A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.02.39;10;1;2;39;COMISIONES Y OTROS GASTOS DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DEL PODER ESTADAL A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.02.40;10;1;2;40;COMISIONES Y OTROS GASTOS DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DEL PODER MUNICIPAL A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.03.00;10;1;3;0;SERVICIO DE LA DEUDA PUBLICA INTERNA INDIRECTA POR PRESTAMOS A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;4
410.01.03.01;10;1;3;1;AMORTIZACION DE LA DEUDA PUBLICA INTERNA INDIRECTA POR PRESTAMOS RECIBIDOS DEL SECTOR PRIVADO A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.03.02;10;1;3;2;AMORTIZACION DE LA DEUDA PUBLICA INTERNA INDIRECTA POR PRESTAMOS RECIBIDOS DEL SECTOR PUBLICO A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.03.03;10;1;3;3;INTERESES DE LA DEUDA PUBLICA INTERNA INDIRECTA POR PRESTAMOS RECIBIDOS DEL SECTOR PRIVADO A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.03.04;10;1;3;4;INTERESES DE LA DEUDA PUBLICA INTERNA INDIRECTA POR PRESTAMOS RECIBIDOS DEL SECTOR PUBLICO A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.03.05;10;1;3;5;INTERESES POR MORA Y MULTAS DE LA DEUDA PUBLICA INTERNA INDIRECTA POR PRESTAMOS RECIBIDOS DEL SECTOR PRIVADO A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.03.06;10;1;3;6;INTERESES POR MORA Y MULTAS DE LA DEUDA PUBLICA INTERNA INDIRECTA POR PRESTAMOS RECIBIDOS DEL SECTOR PUBLICO A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.03.07;10;1;3;7;COMISIONES Y OTROS GASTOS DE LA DEUDA PUBLICA INTERNA INDIRECTA POR PRESTAMOS RECIBIDOS DEL SECTOR PRIVADO A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.01.03.08;10;1;3;8;COMISIONES Y OTROS GASTOS DE LA DEUDA PUBLICA INTERNA INDIRECTA POR PRESTAMOS RECIBIDOS DEL SECTOR PUBLICO A CORTO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.02.00.00;10;2;0;0;SERVICIO DE LA DEUDA PUBLICA INTERNA A LARGO PLAZO;4;A;;0000-00-00 00:00:00;T;3
410.02.01.00;10;2;1;0;SERVICIO DE LA DEUDA PUBLICA INTERNA A LARGO PLAZO DE TITULOS Y VALORES;4;A;;0000-00-00 00:00:00;D;4
410.02.01.01;10;2;1;1;AMORTIZACION DE LA DEUDA PUBLICA INTERNA A LARGO PLAZO DE TITULOS Y VALORES;4;A;;0000-00-00 00:00:00;D;5
410.02.01.02;10;2;1;2;AMORTIZACION DE LA DEUDA PUBLICA INTERNA A LARGO PLAZO DE LETRAS DEL TESORO;4;A;;0000-00-00 00:00:00;D;5
410.02.01.03;10;2;1;3;INTERESES DE LA DEUDA PUBLICA INTERNA A LARGO PLAZO DE TITULOS Y VALORES;4;A;;0000-00-00 00:00:00;D;5
410.02.01.04;10;2;1;4;INTERESES POR MORA Y MULTAS DE LA DEUDA PUBLICA INTERNA A LARGO PLAZO DE TITULOS Y VALORES;4;A;;0000-00-00 00:00:00;D;5
410.02.01.05;10;2;1;5;COMISIONES Y OTROS GASTOS DE LA DEUDA PUBLICA INTERNA A LARGO PLAZO DE TITULOS Y VALORES;4;A;;0000-00-00 00:00:00;D;5
410.02.01.06;10;2;1;6;DESCUENTOS EN COLOCACION DE TITULOS Y VALORES DE LA DEUDA PUBLICA INTERNA ALARGO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.02.01.07;10;2;1;7;DESCUENTOS EN COLOCACION DE LETRAS DEL TESORO A LARGO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.02.02.00;10;2;2;0;SERVICIO DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS A LARGO PLAZO;4;A;;0000-00-00 00:00:00;D;4
410.02.02.01;10;2;2;1;AMORTIZACION DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DEL SECTOR PRIVADO A LARGO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.02.02.02;10;2;2;2;AMORTIZACION DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DE LA REPUBLICA A LARGO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.02.02.03;10;2;2;3;AMORTIZACION DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DE ENTES DESCENTRALIZADOS SIN FINES EMPRESARIALES A LARGO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.02.02.04;10;2;2;4;AMORTIZACION DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DE INSTITUCIONES DE PROTECCION SOCIAL A LARGO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.02.02.05;10;2;2;5;AMORTIZACION DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DE ENTES DESCENTRALIZADOS CON FINES EMPRESARIALES PETROLEROS A LARGO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.02.02.06;10;2;2;6;AMORTIZACION DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DE ENTES DESCENTRALIZADOS CON FINES EMPRESARIALES NO PETROLEROS A LARGO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.02.02.07;10;2;2;7;AMORTIZACION DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DE ENTES DESCENTRALIZADOS FINANCIEROS BANCARIOS A LARGO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.02.02.08;10;2;2;8;AMORTIZACION DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DE ENTES DESCENTRALIZADOS FINANCIEROS NO BANCARIOS A LARGO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.02.02.09;10;2;2;9;AMORTIZACION DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DEL PODER ESTADAL A LARGO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.02.02.10;10;2;2;10;AMORTIZACION DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DEL PODER MUNICIPAL A LARGO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.02.02.11;10;2;2;11;INTERESES DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DEL SECTOR PRIVADO A LARGO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.02.02.12;10;2;2;12;INTERESES DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DE LA REPUBLICA A LARGO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.02.02.13;10;2;2;13;INTERESES DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DE ENTES DESCENTRALIZADOS SIN FINES EMPRESARIALES A LARGO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.02.02.14;10;2;2;14;INTERESES DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DE INSTITUCIONES DE PROTECCION SOCIAL A LARGO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.02.02.15;10;2;2;15;INTERESES DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DE ENTES DESCENTRALIZADOS CON FINES EMPRESARIALES PETROLEROS A LARGO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.02.02.16;10;2;2;16;INTERESES DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DE ENTES DESCENTRALIZADOS CON FINES EMPRESARIALES NO PETROLEROS A LARGO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.02.02.17;10;2;2;17;INTERESES DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DE ENTES DESCENTRALIZADOS FINANCIEROS BANCARIOS A LARGO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.02.02.18;10;2;2;18;INTERESES DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DE ENTES DESCENTRALIZADOS FINANCIEROS NO BANCARIOS A LARGO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.02.02.19;10;2;2;19;INTERESES DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DEL PODER ESTADAL A LARGO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.02.02.20;10;2;2;20;INTERESES DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DEL PODER MUNICIPAL A LARGO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.02.02.21;10;2;2;21;INTERESES POR MORA Y MULTAS DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DEL SECTOR PRIVADO A LARGO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.02.02.22;10;2;2;22;INTERESES POR MORA Y MULTAS DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DE LA REPUBLICA A LARGO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.02.02.23;10;2;2;23;INTERESES POR MORA Y MULTAS DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DE ENTES DESCENTRALIZADOS SIN FINES EMPRESARIALES A LARGO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.02.02.24;10;2;2;24;INTERESES POR MORA Y MULTAS DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DE INSTITUCIONES DE PROTECCION SOCIAL A LARGO PLAZO;4;A;;0000-00-00 00:00:00;D;5
410.02.02.25;10;2;2;25;INTERESES POR MORA Y MULTAS DE LA DEUDA PUBLICA INTERNA POR PRESTAMOS RECIBIDOS DE ENTES DESCENTRALIZADOS CON FINES EMPRESARIALES PETROLEROS A LARGO PLAZO;4;A;;0000-00-00 00:00:00;D;5
